benjabeur-reitz;How many buildings contains the Tushingham cum Grindley?;15;NUM:count;40723287;It contains 15 buildings that are recorded in the National Heritage List for England as designated listed buildings.
donaera-selak;How many Historic Landmarks has North Carolina?;39;NUM:count;13643231;North Carolina has 39 National Historic Landmarks:
Die eisernen Einhoerner;How long is the river Lika?;77 kilometres;NUM:count;32373545;It is 77 kilometres (48 mi) long and it has a basin with an area of 1,014 square kilometres (392 sq mi).
frehmann-kaminski;Who directed the movie Better This World?;Kelly Duane and Katie Galloway;HUM:gr;44559266;Better This World is a 2011 documentary film that was directed by Kelly Duane and Katie Galloway.
ulges;In what year did ABC broadcast an Arena Football League game?;1998;NUM:date;59084;The league received its first taste of wide exposure in 1998, when Arena Bowl XII was televised nationally as part of ABC's old Wide World of Sports.
buch-kyritz;Who was Fredrik Ludvig?;Norwegian art historian;HUM:ind;16280568;Fredrik Ludvig Andreas Vibe Aubert (28 January 1851 – 10 May 1913) was a Norwegian art historian.
ulges;What was the first samurai armor called?;yoroi;ENTY:other;28288;The first types of Japanese armors identified as samurai armor were known as yoroi.
ulges;How often do female wolves enter estrus?;once a year.;NUM:count;4269567;Dogs lack a functioning pre-caudal gland, and most enter estrus twice yearly, unlike gray wolves which only do so once a year. Dogs require fewer calories to function than wolves.
davidoff-meyer;Who is known for his studies on Alexis de Tocqueville?;Seymour Drescher;HUM:ind;6192750;Seymour Drescher is an American historian and a professor at the University of Pittsburgh, known for his studies on Alexis de Tocqueville and Slavery.
ulges;Who was buried next to William Wilberforce?;William Pitt;HUM:ind;43245;Wilberforce was buried in the north transept, close to his friend, the former Prime Minister, William Pitt.
kaiser-simkin;How many marriages does the Pallot's Marriage Index include?;1.5 million;NUM:count;12240633;Pallot's Marriage Index includes more than 1.5 million marriages in England (three million people) which took place between 1780 and the commencement of civil registration on 1 July 1837
Die eisernen Einhoerner;Where was Louis Gustave Binger born?;Strasbourg;LOC:city;1126633;Binger was born at Strasbourg in the Bas-Rhin departement.
FuhrmeisterLamkadmiLendle;Where is the Walker Peak located?;Antarctica;LOC:other;29419509;Walker Peak is a sharp peak in Antarctica, 1,495 m, marking the southwest extremity of Dufek Massif, Pensacola Mountains.
ulges;In what year did Pope Paul VI close the Second Vatican Counsel?;1965;NUM:date;24028;Succeeding Pope John XXIII, he continued the Second Vatican Council which he closed in 1965, implementing its numerous reforms, and fostered improved ecumenical relations with Eastern Orthodox and Protestants, which resulted in many historic meetings and agreements.
lang-wilhelm;What was the size of the crew which was led by Brother David?;20;NUM:count;2713577;Project Pearl was carries out by an international crew of 20,led by Brother David.
Die eisernen Einhoerner;When was Tibor Rubin born?;18 June 1929;NUM:date;11606195;Tibor Rubin was born in Pásztó on 18 June 1929.
buch-kyritz;"Who created ""der gerettete Alberich""?";Christopher Rouse;HUM:ind;46291879;Der gerettete Alberich is a concerto for percussion and orchestra by the American composer Christopher Rouse.
donaera-selak;How many persons work for NCAS?;130;NUM:count;35997634;NCAS employs over 130 members of staff across 19 organisations, and is headquartered at the University of Leeds.
Powerpuff Girls;How big is Area 51?;6 by 10 miles;NUM:count;2321;"The original rectangular base of 6 by 10 miles (9.7 by 16.1 km) is now part of the so-called ""Groom box"", a rectangular area measuring 23 by 25 miles (37 by 40 km), of restricted airspace. "
ulges;What type account is needed by the U.S. to balance an account deficit?;capital account;ENTY:other;32005855;The balance of payments identity requires that a country (such as the U.S.) running a current account deficit also have a capital account (investment) surplus of the same amount.
elmas-hennig;The 60 kg-class microsatellite Hodoyoshi 1 was made in which country?;Japan;LOC:country;50772640;Hodoyoshi 1 is a Japanese 60 kg-class microsatellite.
funk-jung;When did Alexander Hepburn die?;1578;NUM:date;13619075;Alexander Hepburn (died 1578) was a 16th-century Scottish cleric.
lang-wilhelm;Who wrote the book Bonk: The Curious Coupling of Science and Sex?;Mary Roach;HUM:ind;23874531;Bonk: The Curious Coupling of Science and Sex is a 2008 book by Mary Roach.
DieDreier;Where was Marshall Mcluhan educated first?;University of Manitoba;LOC:other;19548;He was educated at the University of Manitoba and the University of Cambridge
ulges;Who was Gallus disgraced by?;Augustus;HUM:ind;32359;Ancient scholars, such as Servius, conjectured that the Aristaeus episode replaced, at the emperor's request, a long section in praise of Virgil's friend, the poet Gallus, who was disgraced by Augustus, and who committed suicide in 26 BC.
ulges;In what year did the Ostrogoths settle in the Roman Empire?;376;NUM:date;18836;In 376, the Ostrogoths, fleeing from the Huns, received permission from Emperor Valens (r. 364–378) to settle in the Roman province of Thracia in the Balkans.
Natuerliches Mineralwasser;Whom did Taifa of Baeza fell to ;Christian Kingdom of Castile;HUM:gr;19267482;The Taifa of Baeza was a medieval taifa kingdom that existed only from 1224 to 1226 when it fell to the Christian Kingdom of Castile.
ulges;Where in Kathmandu is Narayanhity Palace Museum located?;north-central;LOC:other;17168;The enclosed compound of the Narayanhity Palace Museum is in the north-central part of Kathmandu.
Natuerliches Mineralwasser;Where was Laureano Vallenilla Lanz born in 1870?;Venezuela;LOC:country;13641378;Laureano Vallenilla Lanz (November 10, 1870 – November 16, 1936) was a Venezuelan intellectual and sociologist who occupied the presidency of the congress for 20 years during the Gomez regime.
benjabeur-reitz;When was the Battle of St. Jakob an der Sihl?;July 22, 1443;NUM:date;7153963;The Battle of St. Jakob an der Sihl was a battle of the Old Zürich War that occurred on July 22, 1443, resulting in a defeat for Zürich.
davidoff-meyer;Where is the The Apostolic Prefecture located?;North of Belgian Congo;LOC:other;6125174;The Apostolic Prefecture (or Prefecture Apostolic) of Welle was a Roman Catholic missionary pre-diocesan jurisdiction, located in the extreme north of Belgian Congo, Central Africa
Team Triggered;What is Moldovas climate?;mild and sunny;ENTY:other;19242;Moldova's proximity to the Black Sea gives it a mild and sunny climate.
funk-jung;How long is Embree Glacier?;20 mi;NUM:count;15865163;Embree Glacier is a 20 mi long glacier in the north-central part of Sentinel Range, Ellsworth Mountains, draining the eastern slopes of Mount Hale, Mount Davis and Mount Bentley, the northeast slopes of Mount Anderson, and the northwestern slopes of Probuda Ridge, flowing north-northeastwards and north of Mount Schmid turning east to join Rutford Ice Stream east of Mount Tegge.
ulges;what song by marshall jefferson became a big house hit?;Move Your Body;ENTY:cremat;13930;"One 1986 house tune called ""Move Your Body"" by Marshall Jefferson, taken from the appropriately titled ""The House Music Anthem"" EP, became a big hit in Chicago and eventually worldwide."
ulges;Who vowed to intervene if the US was to engage in conflict North of the 38th parallel?;China;LOC:country;16772;On 30 September, Zhou Enlai warned the United States that China was prepared to intervene in Korea if the United States crossed the 38th parallel.
Team Triggered;What is the former name of Tokyo?;Edo;LOC:city;10191;"Edo (江戸, ""bay-entrance"" or ""estuary""), also romanized as Jedo, Yedo or Yeddo, is the former name of Tokyo."
Team Triggered;What is the capital of Ireland?;Dublin;LOC:city;8504;Dublin (/ˈdʌblᵻn/, Irish: Baile Átha Cliath [blʲaːˈklʲiəh]) is the capital and largest city of Ireland.
ravindran-wedemeyer;For which field does Johann Heinrich Schulze get credited for as an inventor?;Photography;ENTY:other;1996729;Because they were produced by the action of light, an extremely broad and literal definition of what a photograph is may allow even these fluid, ephemeral sun printings to qualify, and on that basis many German sources credit Schulze as the inventor of photography.
ulges;Which direction do Chalets often face? ;south or downhill;LOC:other;981;Chalets often face south or downhill, and are built of solid wood, with a steeply gabled roof to allow accumulated snow to slide off easily.
ulges;What was the historic length of the boardwalk before the Great Atlantic Hurricane?;about 7 miles;NUM:count;106211;The historic length of the boardwalk, before the destructive 1944 Great Atlantic Hurricane, was about 7 miles (11 km) and it extended from Atlantic City to Longport, through Ventnor and Margate.
ulges;What committee did von Neumann serve on within the Atomic Energy Commission?;General Advisory Committee;HUM:gr;15942;He also became an adviser to the Armed Forces Special Weapons Project (AFSWP), which was responsible for the military aspects on nuclear weapons.Over the following two years, he also became a consultant to the Central Intelligence Agency (CIA), a member of the influential General Advisory Committee of the Atomic Energy Commission, a consultant to the newly established Lawrence Livermore National Laboratory, and a member of the Scientific Advisory Group of the United States Air Force.
lang-wilhelm;What is the name of the mathematical algorithm to determine the area of a simple polygon whose vertices are described by their Cartesian coordinates?;shoelace algorithm;ENTY:other;17863612;The shoelace formula or shoelace algorithm (also known as Gauss's area formula and the surveyor's formula) is a mathematical algorithm to determine the area of a simple polygon whose vertices are described by their Cartesian coordinates in the plane.
Brennholzverleih;Who founded Record-Rama?;Paul C. Mawhinney;HUM:ind;21861534;It was founded by Paul C. Mawhinney, who claimed he built the world's biggest record collection.
Brennholzverleih;What alternative name does nonanoic acid  have?;pelargonic acid;ENTY:other;4106777;Nonanoic acid, also called pelargonic acid, is an organic compound composed of a nine-carbon chain terminating in a carboxylic acid with structural formula CH3(CH2)7COOH.
funk-jung;When was Horstt Hamm born?;17 March 1916;NUM:date;42439397;Horst Hamm (17 March 1916 – 19 February 1943) was a German U-boat commander in World War II.
FuhrmeisterLamkadmiLendle;how much population is  in Dugusandal?;264;NUM:count;36665121; the population of Dugusandal is 264 as of 2012.
ulges;What entity did Nasser spearhead that was a boon for Egypt's economy?;Helwan steelworks;HUM:gr;51879;Nasser initiated the Helwan steelworks, which subsequently became Egypt's largest enterprise, providing the country with product and tens of thousands of jobs.
ulges;A state of unrestrained political corruption is known as what?;kleptocracy;ENTY:other;66220;"A state of unrestrained political corruption is known as a kleptocracy, literally meaning ""rule by thieves""."
Team Triggered;Of which mainstream religions was Asia birthplace of?;Christianity, Islam, Judaism, Hinduism, Buddhism, Confucianism, Taoism (or Daoism), Jainism, Sikhism, Zoroastranism;ENTY:other;689;Asia was the birthplace of most of the world's mainstream religions including Christianity, Islam, Judaism, Hinduism, Buddhism, Confucianism, Taoism (or Daoism), Jainism, Sikhism, Zoroastranism, as well as many other religions.
Articifial Stupidity;What is Dinas Emrys?;Hillock;ENTY:other;154666;Dinas Emrys is a rocky and wooded hillock near Beddgelert in Gwynedd norh-west Wales.
ulges;Short range missiles are replacing what weapons?;autocannons;ENTY:other;146640;The developments in the latest and relatively cheap short-range missiles have begun to replace autocannons in this role.
ulges;Insectivorous insects are beneficial or harmful to humans?;beneficial;ENTY:other;23366462;Insectivorous insects, or insects which feed on other insects, are beneficial to humans because they eat insects that could cause damage to agriculture and human structures.
ulges;What was the Bronx's population in 1929?;1.3 million;NUM:count;3338;The history of the Bronx during the 20th century may be divided into four periods: a boom period during 1900–29, with a population growth by a factor of six from 200,000 in 1900 to 1.3 million in 1930.
Powerpuff Girls;Where is 'Aušra'?;Lithuania;LOC:country;27901183;Aušra is a village in Kėdainiai district municipality, in Kaunas County, central Lithuania.
Die eisernen Einhoerner;Who discovered 521 Brixia?;Raymond Smith Dugan;HUM:ind;3032313;521 Brixia is a minor planet orbiting the Sun that was discovered by American astronomer Raymond Smith Dugan on January 10, 1904.
abesh-feller;Who was the 73rd pope of Rome;Theodore I;HUM:ind;35129;He is succeeded by a Jerusalem-born cleric of Greek descent, Theodore I, as the 73rd pope of Rome.
elmas-hennig;What is the capital of Alberto Arvelo Torrealba Municipality in Barinas?;Sabaneta;LOC:city;2530481;Sabaneta is the capital of Alberto Arvelo Torrealba Municipality in Barinas
Natuerliches Mineralwasser;Where stood the Hinton Priory;England;LOC:country;17540461;Hinton Priory was one of the ten medieval Carthusian houses (charterhouses) in England
ulges;How many children did Pelagija bore for Tito?;five;NUM:count;16567;Pelagija bore him five children but only their son Žarko Leon (born 4 February, 1924) survived.
Powerpuff Girls;What country is 'Rathowen' in?;Ireland;LOC:country;10800806;"Rathowen (Irish: Ráth Eoghain, meaning ""Eoghan's Ringfort"") is a small village in County Westmeath, Ireland, on the N4 national primary route."
bauer-klamroth;Who was the first woman elected president of The Explorers Club?;Faanya Lydia (Arch) Rose;HUM:ind;50593096;She was the first woman and the first British citizen elected president of The Explorers Club.
ulges;Who was the intruder Elizabeth awoke to find in her bedroom?;Michael Fagan;HUM:ind;12153654;On 9 July, the Queen awoke in her bedroom at Buckingham Palace to find an intruder, Michael Fagan, in the room with her.
ravindran-wedemeyer;How many volumes does Gu Jiegang’s Gushi Bian have?;7;NUM:count;7194491;Gu Jiegang (8 May 1893 \u2013 25 December 1980) was a Chinese historian best known for his seven-volume work Gushi Bian (\u53e4\u53f2\u8fa8, or Debates on Ancient History)
donaera-selak;What type of waterbody is Lough Boderg?;lake;ENTY:other;48911623;Lough Boderg is a lake on the River Shannon on the County Roscommon–County Leitrim border.
buch-kyritz;Which book was written by Henry James and published in 1905?;English Hours;ENTY:cremat;3455152;English Hours is a book of travel writing by Henry James published in 1905.
kaiser-simkin;When did the The Antigonid\u2013Nabataean confrontations take place?;312 BC;NUM:date;51035921;The Antigonid\u2013Nabataean confrontations were three confrontations initiated by Greek general Antigonus I against the Arab Nabataeans in 312 BC
bauer-klamroth;Who was the younger brother of Wilhelm von Humboldt?;Friedrich Wilhelm Heinrich Alexander von Humboldt;HUM:ind;70631;He was the younger brother of the Prussian minister, philosopher, and linguist Wilhelm von Humboldt (1767–1835).
ulges;What are the soviet aircraft carriers used by Russia actually called?;heavy aviation cruisers;ENTY:other;2219;Soviet aircraft carriers now in use by Russia are actually called heavy aviation cruisers, these ships while sized in the range of large fleet carriers were designed to deploy alone or with escorts and provide both strong defensive weaponry and heavy offensive missiles equivalent to a guided missile cruiser in addition to supporting fighters and helicopters.
Natuerliches Mineralwasser;Who built the Nickelodeon Streak?;Charles Paige;HUM:ind;16865293; It was built in 1933 by Charles Paige and uses the lift hill and other parts of the former Velvet Coaster, which was removed in 1932.
roth-schoeneich;"Who made the documentary ""Fire Talker""?";Ivan Sen;HUM:ind;22911789;Fire Talker is a 2009 documentary film by Australian filmmaker Ivan Sen.
abesh-feller;The monarchs of which country used the title King of Rama?;Hungary;LOC:country;27295971;King of Rama (Latin: Rex Ramae) was a title used by the monarchs of Hungary to provide a legal basis for their pretence of supremacy over Bosnia.
FuhrmeisterLendle;Who write Deutsche Sondergotik?;Kurt Gerstenberg;HUM:ind;15787374;Gerstenberg's 1913 work Deutsche Sondergotik (German Special Gothic) gave the name to Sondergotik, a style of Late Gothic architecture.
Brennholzverleih;When was the Frietmuseum founded?;2008;NUM:date;35755202;The museum was founded in 2008[2] by Eddy Van Belle, who had previously opened two other museums in Bruges, both based in one building: Choco-Story, which is dedicated to Belgium's chocolate industry, and Lumina Domestica, which houses Van Belle's 6,500-piece collection of lamps.
ulges;What in the Bronx has been compared to Broadway?;The Hub;LOC:other;3338;"The Hub has been called ""the Broadway of the Bronx"", being likened to the real Broadway in Manhattan and the northwestern Bronx."
buch-kyritz;Who directed the american film 'Coherence'?;James Ward Byrkit;HUM:ind;42997494;Coherence is an American science fiction thriller film directed by James Ward Byrkit in his directorial debut.
ulges;What Greek scientist invented the Pap test?;Georgios Papanikolaou;HUM:ind;12108;"Notable Greek scientists of modern times include Dimitrios Galanos, Georgios Papanikolaou (inventor of the Pap test), Nicholas Negroponte, Constantin Carathéodory (known for the Carathéodory theorems and Carathéodory conjecture), Manolis Andronikos (discovered the tomb of Philip II of Macedon in Vergina), Michael Dertouzos, John Argyris, Panagiotis Kondylis, John Iliopoulos (2007 Dirac Prize for his contributions on the physics of the charm quark, a major contribution to the birth of the Standard Model, the modern theory of Elementary Particles), Joseph Sifakis (2007 Turing Award, the ""Nobel Prize"" of Computer Science), Christos Papadimitriou (2002 Knuth Prize, 2012 Gödel Prize), Mihalis Yannakakis (2005 Knuth Prize), Dimitri Nanopoulos and Helene Ahrweiler."
ulges;Who argued that the Old East Slavic Slavuta for the Dnieper River was derived from slova?;Henrich Bartek;HUM:ind;29440;The Old East Slavic Slavuta for the Dnieper River was argued by Henrich Bartek (1907–1986) to be derived from slova and also the origin of Slovene.
Brennholzverleih;When was Keep Calm and Carry On produced?;1939;NUM:date;21875788;Keep Calm and Carry On was a motivational poster produced by the British government in 1939 in preparation for World War II.
FuhrmeisterLendle;In which country is the origin of the Cross River?;Cameroon;ENTY:other;30863802;It originates in Cameroon, where it takes the name of the Manyu River.
bauer-klamroth;In which year died Thomas Macknight?;1899;NUM:date;31399885;Thomas Macknight (15 February 1829 – 19 November 1899) was an Anglo-Irish newspaper editor, biographer and publisher.
ulges;How many acres of parks does Houston have?;56,405 acres;NUM:count;13774;Of the 10 most populous U.S. cities, Houston has the most total area of parks and green space, 56,405 acres (228 km2).
lang-wilhelm;In which city did Jerry L. Bryant work?;city of Deadwood;LOC:city;3315214;Bryant worked extensively within the Black Hills of South Dakota and more specifically within the city of Deadwood.
kaiser-simkin;Who wrote Gladiator: Vengeance?;Simon Scarrow;HUM:ind;48207729;Gladiator: Vengeance is the fourth book in the Gladiator Series, by Simon Scarrow
buch-kyritz;"Which river runs trough the eastern part of ""East Taiga""?";Sharga River;ENTY:other;25576306;"It runs through the eastern part of ""East Taiga"", the north eastern extension of the Darkhad valley."
Team Triggered;When was Alexander Bell born?;March 3, 1847;NUM:date;852;Alexander Bell was born in Edinburgh, Scotland, on March 3, 1847.
Brennholzverleih;Where did Simon Wiesenthal study?;Czech Technical University in Prague;LOC:other;2721845;He instead enrolled at the Czech Technical University in Prague, where he studied from 1928 until 1932.
kaiser-simkin;In which year was Anne-Lise Seip born?;1933;NUM:date;20484641;Anne-Lise Seip (born 6 November 1933) is a Norwegian historian and former politician for the Socialist People's Party
ott-ragowski;Which author wrote french translations of Mikhail Bakunin?;Arthur Lehning;HUM:ind;21039554;Arthur Lehning wrote noted French translations of Mikhail Bakunin. 
ulges;Who lost to the Broncos in the AFC Championship?;the New England Patriots;HUM:gr;42968661;The Broncos finished the regular season with a 12–4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20–18 in the AFC Championship Game.
ulges;What institution is in charge of tracking volcanic activity in the Galápagos Islands?;The Geophysics Institute;HUM:gr;1121030;The Geophysics Institute  monitors over the country`s seismic, tectonic and volcanic activity in the continental territory and in the Galápagos Islands.
ulges;On what date did French forces make their first significant attempt to cross the Danube?;21 May;NUM:date;69880;On 21 May, the French made their first major effort to cross the Danube, precipitating the Battle of Aspern-Essling.
Team Triggered;Who were the earliest inhabitants of Cameroon?;Baka;HUM:gr;5448;The earliest inhabitants of Cameroon were probably the Baka.
ulges;Where are the remains of the apse mosaic of San Michele?;Berlin;LOC:city;61309;The anti-Arian theme is obvious in the apse mosaic of San Michele in Affricisco, executed in 545–547 (largely destroyed, the remains in Berlin).
ulges;How many times have the Yankees won the World Series?;27;NUM:count;3338;The original Yankee Stadium opened in 1923 on 161st Street and River Avenue, a year that saw the Yankees bring home their first of 27 World Series Championships.
FuhrmeisterLendle;"In which Country is the ""Ouled Naïl"" mountain range?";Algeria;LOC:country;43619613;The Ouled Naïl Range (Arabic: ????? ???? ????? ??????, French: Monts des Ouled Naïl) is a mountain range in Algeria, part of the Saharan Atlas of the greater Atlas Mountain System.
kaiser-simkin;In which country is the village Najeeban located?;Afghanistan;LOC:country;35036657;Najeeban (also spelled Najib Yan) is a village in Panjwayi District, Kandahar Province, Afghanistan
boutaleb-rahoui;Where was George Gianni born ?;Torino;LOC:city;35320294;Giovanni Oliva (short Gianni born in Torino) is an Italian historian and politician
ulges;What library was estimated to have 700,000 volumes?;Library of Alexandria;LOC:other;455379;research center) and Library of Alexandria which was estimated to have had 700,000 volumes.
ulges;What war caused severe damage to Germany?;World War II;ENTY:other;37407;Strasbourg also offers high-class eclecticist buildings in its very extended German district, the Neustadt, being the main memory of Wilhelmian architecture since most of the major cities in Germany proper suffered intensive damage during World War II.
ulges;Alexander III was the son of whom?;Phillip II;HUM:ind;12108;"Following the assassination of Phillip II, his son Alexander III (""The Great"") assumed the leadership of the League of Corinth and launched an invasion of the Persian Empire with the combined forces of all Greek states in 334 BC."
ulges;What broadcast group is the largest operator of ABC stations?;Sinclair Broadcast Group;HUM:gr;62027;"The Sinclair Broadcast Group is the largest operator of ABC stations by numerical total, owning or providing services to 28 ABC affiliates and two additional subchannel-only affiliates, Sinclair owns the largest ABC subchannel affiliate by market size, WABM-DT2/WDBB-DT2 in the Birmingham market, which serve as repeaters of WBMA-LD (the largest low-power ""Big Four"" affiliate by market size, which itself is also simulcast on a subchannel of former WBMA satellite WGWW, owned by Sinclair partner company Howard Stirk Holdings)."
Team Triggered;By who was Cuba inhabitated?;by various Mesoamerican cultures;HUM:gr;5584;The island of Cuba was inhabited by various Mesoamerican cultures prior to the arrival of the Italian explorer Christopher Columbus in 1492.
Powerpuff Girls;What kind of fruit is the coconut?;Drupe;ENTY:food;51346;Botanically, the coconut fruit is a drupe, not a true nut.
bauer-klamroth;Which country borders Guatemala to the northwest?;El Salvador;LOC:country;9358;El Salvador borders the North Pacific Ocean to the south and southwest, with Guatemala to the north-northwest and Honduras to the north-northeast. In the southeast, the Golfo de Fonseca separates it from Nicaragua.
ulges;When do large birds of pray migrate?;daytime;ENTY:other;201943;These birds migrate in the daytime.
schwarz-voss;When declared Vanuatu its independence?;30 July 1980;NUM:date;24382504;The Coconut War was a brief clash between Papua New Guinean soldiers and rebels in Espiritu Santo shortly before and after the independence of the Republic of Vanuatu was declared on 30 July 1980
ulges;Where can you find fanzines sold on Everton match days?;Goodison Park;LOC:other;91155;The official supporters club is FOREVERTON, and there are also several fanzines including When Skies are Grey and Speke from the Harbour, which are sold around Goodison Park on match days.
kaiser-simkin;In which county is the Caragele gas field located?;Buz\u0103u;LOC:other;50961320;The Caragele gas field is a natural gas field located in Luciu, Buz\u0103u County
ulges;When did Finland join the Russian Empire?;1809;NUM:date;25431;As the Grand Duchy of Finland was part of the Russian Empire from 1809 to 1918, a number of Russian speakers have remained in Finland.
ulges;What airport is home to the Emirates post mail hub?;Dubai International;LOC:other;27363;Emirates Post's mail transit hub at the Dubai International Airport was then used to forward mail from Somalia to the UAE and various Western destinations, including Italy, the Netherlands, the United Kingdom, Sweden, Switzerland and Canada.
ulges;What Supreme Court case ruled that a treaty provision that conflicts with the US Constitution is null and void under US law?;Reid v. Covert;ENTY:other;30432;The Supreme Court also ruled in Reid v. Covert that any treaty provision that conflicts with the Constitution are null and void under U.S. law.
ravindran-wedemeyer;What book did Folkard write?;Life of Archbishop John of Beverley for Aldred;ENTY:cremat;32744245;In return Folcard wrote the Life of Archbishop John of Beverley for Aldred.
lang-wilhelm;What was the title of the book-length essay by Albert Camus?;The Rebel;ENTY:cremat;898990;The Rebel (French title: L'Homme révolté) is a 1951 book-length essay by Albert Camus,which treats both the metaphysical and the historical development of rebellion and revolution in societies,especially Western Europe.
DieDreier;In wich year was nevis sighted by Columbus?;1493;NUM:count;21503;Nevis was first sighted by Columbus in 1493 an island settled for more than two thousand years by Amerindian people.
Natuerliches Mineralwasser;What was Mayflower;ship;ENTY:other;18622102;The Mayflower was the ship that transported the first English Separatists, known today as the Pilgrims, from Plymouth, England to the New World in 1620.
bauer-klamroth;When did Heinrich Fichtenau publish Das Urkundenwesen?;1971;NUM:date;7327635;In 1971, he published Das Urkundenwesen in Österreich vom 8. bis zum frühen 13. Jahrhundert (Cologne & Vienna), a still unsurpassed analysis of the various forms, and—more \ importantly—social and cultural significance, of medieval charters from institutions and collections in southern Germany and Austria.
DieDreier;What is the holiest city in the religion of islam?;Mecca;LOC:country;21021;As the birthplace of Muhammad and the site of Muhammad's first revelation of the Quran (specifically, a cave 3 km (2 mi) from Mecca),[5][6] Mecca is regarded as the holiest city in the religion of Islam[7] and a pilgrimage to it known as the Hajj is obligatory for all able Muslims.
Die eisernen Einhoerner;What is the Northwest Passage?;sea route;ENTY:other;21215;The Northwest Passage is a sea route connecting the northern Atlantic and Pacific Oceans through the Arctic Ocean, along the northern coast of North America via waterways through the Canadian Arctic Archipelago.
kaiser-simkin;How long is the H\u00f6lloch, in km?;200.4 km;NUM:count;7317437;The H\u00f6lloch (English: Hellhole) is a 200.4 km (124.5 mi) long cave in the Muotathal municipality in Switzerland
DieDreier;What calendar is based upon cycles of the Moons phases?;Lunar calendar;ENTY:other;18369;A lunar calendar is a calendar based upon cycles of the Moon's phases (synodic months), in contrast to solar calendars based solely upon the solar year.
buch-kyritz;What is the capital city of Alabama?;Montgomery;LOC:city;57690;Montgomery /mɒntˈɡʌməri/ is the capital of the U.S. state of Alabama and is the county seat of Montgomery County.
Die eisernen Einhoerner;Who directed 'The Nightmare Before Christmas'?;Henry Selick;HUM:ind;403227;The Nightmare Before Christmas, also known as Tim Burton's The Nightmare Before Christmas, is a 1993 American stop-motion animated dark fantasy musical film directed by Henry Selick, and produced and conceived by Tim Burton.
ulges;Bismarck demanded the surrender of Strasbourg and what fortress city?;Toul;LOC:city;44035;In return for an armistice for the French to elect a National Assembly, Bismarck demanded the surrender of Strasbourg and the fortress city of Toul.
buch-kyritz;How many episodes does the Great British Story have?;8;NUM:count;35895315;The Great British Story: A People's History is a 2012 documentary in eight parts written and presented by Michael Wood looking at history through the eyes of ordinary people airing on the BBC.
Brennholzverleih;What kind of book is The Loudest Voice in the Room?;biographical book;ENTY:cremat;50378314;The Loudest Voice in the Room: How the Brilliant, Bombastic Roger Ailes Built Fox News - and Divided a Country is a 2014 biographical book about Fox News Channel president Roger Ailes written by Gabriel Sherman.
ulges;Who gave the Bronx an award in 1997?;the National Civic League;HUM:gr;3338;In 1997, the Bronx was designated an All America City by the National Civic League, acknowledging its comeback from the decline of the mid-century.
ulges;In what war was France defeated by Prussia?;Franco-Prussian War;ENTY:other;46763;The Treaty of Paris stood until 1871, when France was defeated by Prussia in the Franco-Prussian War of 1870–1871.
Natuerliches Mineralwasser;Where is Haro River located;Pakistan;LOC:country;5650185;Its main valley is in Abbottabad District in the North West Frontier Province of northern Pakistan, identified with the Rigvedic Arjikiya.
ulges;What's Southampton University's radio station called?;SURGE;ENTY:other;7920751;In addition, Southampton University has a radio station called SURGE, broadcasting on AM band as well as through the web.
kaiser-simkin;In which country are the King Leopold Ranges located?;Australia;LOC:country;3402623;The King Leopold Ranges are a range of hills in the western Kimberley region of Western Australia
ott-ragowski;The trailer of which film has the most dislikes on Youtube?;Ghostbusters;ENTY:other;50351521;While music videos make up a majority of the most disliked uploads to YouTube, the trailer for the 2016 film Ghostbusters became the most disliked movie trailer on the site, with over 1 million dislikes.
Team Triggered;Who killed John F. Kennedy?;Lee Harvey Oswald;HUM:ind;5119376;Kennedy was assassinated in Dallas, Texas on November 22, 1963. Lee Harvey Oswald was arrested that afternoon and determined to have fired shots that hit the President from a sixth floor window of the Texas School Book Depository.
elmas-hennig;Who suggested that the entropy of an extremal black hole is equal to zero?;Sean Carroll;HUM:ind;681802;It has been suggested by Sean Carroll that the entropy of an extremal black hole is equal to zero. 
ulges;What is considered to be the best remaining example of a house from the Georgian period and style?;Hammond-Harwood House;ENTY:cremat;12924;"Perhaps the best remaining house is the pristine Hammond-Harwood House (1774) in Annapolis, Maryland, designed by the colonial architect William Buckland and modelled on the Villa Pisani at Montagnana, Italy as depicted in Andrea Palladio's I quattro libri dell'architettura (""Four Books of Architecture"")."
Team Triggered;What climate is in Brunei?;tropical;ENTY:other;3658;The climate in Brunei is tropical equatorial and humid subtropical at higher altitudes with heavy rainfall.
frehmann-kaminski;When did Diane Middlebrook die?;December 15, 2007;NUM:date;3757115;Diane Middlebrook died on December 15th, 2007.
ulges;In what year did Sony and BMG Germany merge?;2004;NUM:date;1071662;In August 2004, Sony entered joint venture with equal partner Bertelsmann, by merging Sony Music and Bertelsmann Music Group, Germany, to establish Sony BMG Music Entertainment.
frehmann-kaminski;In which country is the tourist resort Las Danna located at?;Pakistan;LOC:country;39746160;Las Danna is a tourist resort in Bagh District, Azad Kashmir, Pakistan.
frehmann-kaminski;How high is Andorra's highest mountain?;2942 metres;NUM:count;600;Due to its location in the eastern Pyrenees mountain range, Andorra consists predominantly of rugged mountains, the highest being the Coma Pedrosa at 2,942 metres (9,652 ft), and the average elevation of Andorra is 1,996 metres (6,549 ft).
